------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
#,NAME,,P0,,,P1,,
,,,(s),,,,,
------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
3088,J1921+0137,san16,0.0024963718144300,2,san16,1.935E-20,3,san16
3089,J1921+0812,lfl+06,0.2106484121028,14,lfl+06,5.3633E-15,6,lfl+06
3090,J1921+0851g,zhx+23,0.957,5,zhx+23,*,0,*
,,,,,,,,
3091,J1921+0921,psf+22,0.562302288458,14,psf+22,9.5760E-15,10,psf+22
3092,J1921+1006g,zhx+23,3.345,9,zhx+23,*,0,*
3093,J1921+1227g,zhx+23,1.5980,10,zhx+23,*,0,*
3094,J1921+1259g,hww+21,0.57316,0,hww+21,*,0,*
3095,J1921+1340g,hww+21,4.60294,0,hww+21,*,0,*
,,,,,,,,
3096,B1919+14,ht74,0.618182590832,12,hlk+04,5.60066E-15,6,hlk+04
3097,J1921+1505g,hww+21,0.61190,0,hww+21,*,0,*
3098,J1921+1544,lcm13,0.1435756814094,2,lcm13,9.8036E-16,2,lcm13
3099,J1921+1629g,zhx+23,*,0,*,*,0,*
3100,J1921+1630,psf+22,0.93644800775,19,psf+22,2.2345E-14,2,psf+22
,,,,,,,,
3101,J1921+1632g,zhx+23,0.4930,10,zhx+23,*,0,*
3102,J1921+1929,pkr+19,0.00264634144946923,15,pkr+19,3.8196E-20,5,pkr+19
3103,B1918+19,dls73,0.821035080573,6,hlk+04,8.9551E-16,3,hlk+04
3104,B1919+20,ht75b,0.760681389020,10,lcx02,5.00E-17,10,lcx02
3105,B1919+21,hbp+68,1.3373021601895,9,hlk+04,1.348207E-15,8,hlk+04
,,,,,,,,
3106,J1921+34,tkt22,1.444,0,dmo+24,*,0,*
3107,J1921-05,mbc+19,2.22759,0,mbc+19,*,0,*
3108,J1921-0510,sfj+20,0.79425387952,6,sfj+20,6.025E-16,13,sfj+20
3109,J1922+1131,lsb+17,0.56207429041,3,lsb+17,2.57E-17,10,lsb+17
3110,J1922+1733,lcm13,0.2361708772317,3,lcm13,1.338394E-14,4,lcm13
,,,,,,,,
3111,B1920+20,ht75b,1.172763402020,12,hlk+04,6.4875E-16,9,hlk+04
3112,B1920+21,dls73,1.07792434298,5,hlk+04,8.1803E-15,5,hlk+04
3113,J1922+58,slr+14,0.529623,10,slr+14,*,0,*
3114,J1923+1143g,hww+21,0.37121,0,hww+21,*,0,*
3115,J1923+1521g,hww+21,1.04876,0,hww+21,*,0,*
,,,,,,,,
3116,B1921+17,ht75b,0.547209201831,8,lcx02,4.30E-17,10,lcx02
3117,J1923+2022g,hww+21,0.03799,0,hww+21,*,0,*
3118,J1923+2515,lbr+13,0.003788155520882833,8,aab+21a,9.5550E-21,3,aab+21a
3119,J1923+4243,slr+14,0.595192858512,11,lsk+18,2.533E-15,4,lsk+18
3120,J1923-0408,sfj+20,1.14926937103,3,sfj+20,6.80E-17,14,sfj+20
,,,,,,,,
3121,J1924+1343g,hww+21,0.00572,0,hww+21,*,0,*
3122,J1924+1446g,zhx+23,1.090,3,zhx+23,*,0,*
3123,J1924+1509g,hww+21,0.23995,0,hww+21,*,0,*
3124,J1924+1510g,hww+21,0.49863,0,hww+21,*,0,*
3125,J1924+1628,lbh+15,0.375082251011,14,psf+22,3.2096E-16,6,psf+22
,,,,,,,,
3126,J1924+1631,nab+13,2.9351864592,2,nab+13,3.64212E-13,4,nab+13
3127,J1924+1639,lcm13,0.1580429177826,2,lcm13,2.563840E-15,10,lcm13
3128,J1924+1713,lbh+15,0.758433236391,9,psf+22,1.130E-16,17,psf+22
3129,J1924+1734g,zhx+23,*,0,*,*,0,*
3130,J1924+1917,psf+22,1.27794162459,4,psf+22,1.99E-16,8,psf+22
,,,,,,,,
3131,J1924+1923g,hww+21,0.68924,0,hww+21,*,0,*
3132,J1924+1932g,hww+21,0.38886,0,hww+21,*,0,*
3133,J1924+2027g,hww+21,0.00195,0,hww+21,*,0,*
3134,J1924+2037g,hww+21,0.68480,0,hww+21,*,0,*
3135,B1922+20,ht75b,0.237790138,8,vms83,2.09E-15,12,tml93
,,,,,,,,
3136,J1925+1532g,hww+21,1.65510,0,hww+21,*,0,*
3137,J1925+1629g,hww+21,0.00411,0,hww+21,*,0,*
3138,J1925+1636g,hww+21,0.04971,0,hww+21,*,0,*
3139,J1925+1720,lbh+15,0.0756589884532,11,lsb+17,1.046782E-14,11,lsb+17
3140,J1925+19,lcm13,1.916353,6,lcm13,*,0,*
,,,,,,,,
3141,J1925-16,bbj+11,3.8858,2,bbj+11,*,0,*
3142,B1923+04,mlt+78,1.074080076347,3,lbs+20,2.46199E-15,6,lbs+20
3143,J1926+0737,emk+10,0.318062050971,12,eklk13,3.75E-16,4,eklk13
3144,B1924+14,ht74,1.324921971385,9,hlk+04,2.1948E-16,6,hlk+04
3145,J1926+1452g,hww+21,0.30451,0,hww+21,*,0,*
,,,,,,,,
3146,J1926+1614,lbh+15,0.308305907254,15,psf+22,3.353E-17,4,psf+22
3147,J1926+1631g,hww+21,0.6783666636602,3,shw+23,3.267E-17,2,shw+23
3148,B1924+16,ht74,0.57982281497,4,hlk+04,1.79944E-14,3,hlk+04
3149,J1926+1857g,hww+21,0.27873,0,hww+21,*,0,*
3150,B1924+19,ht75b,1.34601218493,9,lcx02,1.430E-15,10,lcx02
,,,,,,,,
3151,J1926+2016,lcm13,0.2990717782966,7,lcm13,3.50084E-15,6,lcm13
3152,J1926-0652,zlh+19,1.608816302697,19,clh+20,3.913E-16,19,clh+20
3153,J1926-1314,rsm+13,4.86428379983,10,rsm+13,3.6440E-14,5,rsm+13
3154,J1927+0911,lfl+06,0.290305256197,5,lfl+06,6.35E-17,4,lfl+06
3155,J1927+1430g,hww+21,0.20288,0,hww+21,*,0,*
,,,,,,,,
3156,J1927+1849g,zhx+23,0.3120,10,zhx+23,*,0,*
3157,B1925+18,ht75b,0.482766349761,2,shw+23,1.1606E-16,6,shw+23
3158,B1925+188,ht75b,0.298313,0,dmo+24,2.2430E-15,8,lcx02
3159,J1927+1940g,zhx+23,*,0,*,*,0,*
3160,B1925+22,ht75b,1.431066414236,17,gr78,7.71E-16,3,gr78
,,,,,,,,
3161,J1928+1245,pkr+19,0.0030216063479651,6,pkr+19,1.680E-20,10,pkr+19
3162,J1928+1443,lsb+17,1.01073895346,7,lsb+17,2.10E-16,8,lsb+17
3163,J1928+15,dcm+09,0.403,0,dcm+09,*,0,*
3164,J1928+1725,psf+22,0.28983833,8,psf+22,*,0,*
3165,J1928+1746,cfl+06,0.0687304058253,2,nab+13,1.3190700E-14,6,nab+13
,,,,,,,,
3166,J1928+1809g,hww+21,0.29446,0,hww+21,*,0,*
3167,J1928+1816g,hww+21,0.01054,0,hww+21,*,0,*
3168,J1928+1839g,hww+21,2.26091,0,hww+21,*,0,*
3169,J1928+1852g,hww+21,0.792806958052,3,shw+23,7.43E-17,2,shw+23
3170,J1928+1902g,hww+21,0.00580,0,hww+21,*,0,*
,,,,,,,,
3171,J1928+1915g,hww+21,0.97435,0,hww+21,*,0,*
3172,J1928+1923,lcm13,0.817329808312,6,lcm13,6.3495E-15,7,lcm13
3173,J1928+28,mss+20,1.063,0,mss+20,*,0,*
3174,J1928-0108,sfj+20,2.3657140252,4,sfj+20,2.80E-15,3,sfj+20
3175,J1928-0548,crafts23,0.0280409137649652,16,wyw+23,1.0552E-19,16,wyw+23
,,,,,,,,
3176,J1929+00,cnst96,1.166900,3,cnst96,*,0,*
3177,J1929+0132,mzl+23,0.0064182169037316,9,mzl+23,8.56E-21,3,mzl+23
3178,J1929+1357,lsf+17,0.86692667139,7,lsf+17,3.66E-15,3,lsf+17
3179,J1929+16,lcm13,0.529681,2,lcm13,*,0,*
3180,J1929+1615g,hww+21,0.04460,0,hww+21,*,0,*
,,,,,,,,
3181,J1929+1731g,hww+21,3.99540,0,hww+21,*,0,*
3182,B1926+18,ht75b,1.22047000453,8,lcx02,2.360E-15,10,lcx02
3183,J1929+19,lcm13,0.3392158,3,hww+21,*,0,*
3184,J1929+1937g,hww+21,0.56373,0,hww+21,*,0,*
3185,J1929+1955,lcm13,0.2578319398983,3,lcm13,2.55530E-15,3,lcm13
,,,,,,,,
3186,J1929+2121,lcm13,0.723598503258,2,lcm13,2.1386E-15,2,lcm13
3187,J1929+3817,kmk+18,0.814215242250,10,kmk+18,6.097E-16,9,kmk+18
3188,J1929+62,slr+14,1.45600,7,slr+14,*,0,*
3189,J1929+66,mss+20,0.806,0,mss+20,*,0,*
3190,J1929+6630,flm+23,0.80601705226,4,flm+23,7.01E-16,4,flm+23
,,,,,,,,
3191,B1927+13,ht75b,0.76003196831,9,gr78,3.661E-15,2,gr78
3192,J1930+1357g,hww+21,0.3235617566079,4,shw+23,2.723E-17,3,shw+23
3193,J1930+1403g,hww+21,0.00321,0,hww+21,*,0,*
3194,J1930+1408,lbh+15,0.4257203277690,10,shw+23,1.94E-18,9,shw+23
3195,J1930+1722,lcm13,1.60970633781,2,psf+22,8.808E-16,7,psf+22
,,,,,,,,
3196,J1930+1852,clb+02,0.136855046957,9,clb+02,7.50570E-13,10,clb+02
3197,J1930+2441,pkr+19,0.0057674069326982,7,pkr+19,8.65E-21,7,pkr+19
3198,J1930+6205,flm+23,1.456114943253,7,msk+24,1.65394E-15,7,msk+24
3199,J1930-1852,srm+15,0.18552016047926,8,srm+15,1.8001E-17,6,srm+15
3200,J1931+1439,lbh+15,1.77922557495,7,lsb+17,6.328E-15,2,lsb+17
,,,,,,,,
3201,B1929+15,ht74,0.314355396469,6,lcx02,5.0148E-15,9,lcx02
3202,J1931+1817,psf+22,0.234131440128,17,psf+22,1.073637E-13,5,psf+22
3203,J1931+1952,lcm13,0.501123112694,4,lcm13,1.008E-16,6,lcm13
3204,J1931+30,cnst96,0.582126,0,dmo+24,*,0,*
3205,J1931+42,gac+21,*,0,*,*,0,*
,,,,,,,,
3206,J1931-0144,ttk+17,0.593661359781,11,clh+20,2.93E-17,11,clh+20
3207,B1929+10,lvw68,0.2265187466568,11,jbv+19,1.156826E-15,16,jbv+19
3208,J1932+1500,lsb+17,1.86433186749,11,lsb+17,4.59E-16,7,lsb+17
3209,J1932+1756,lbh+15,0.041831288199078,18,pkr+19,4.322E-19,6,pkr+19
3210,J1932+1916,pga+13,0.208217649267,5,saa+23,9.317144E-14,14,saa+23
,,,,,,,,
3211,B1929+20,ht74,0.268217402985,6,hlk+04,4.21706E-15,4,hlk+04
3212,J1932+2126g,zhx+23,*,0,*,*,0,*
3213,B1930+22,ht75b,0.14446976514,3,hlk+04,5.75717E-14,3,hlk+04
3214,J1932-3655,lml+98,0.57142052883,3,lbs+20,2.8626E-16,10,lbs+20
3215,J1933+0758,rtj+96,0.437454407217,2,clm+05,2.183E-16,2,clm+05
,,,,,,,,
3216,B1930+13,ht75b,0.928323751417,5,lcx02,3.182E-16,7,lcx02
3217,J1933+1726,lbh+15,0.021507233786440,10,sab+16,4.90E-20,10,sab+16
3218,J1933+1923g,hww+21,0.37173,0,hww+21,*,0,*
3219,J1933+2038g,hww+21,0.04075,0,hww+21,*,0,*
3220,J1933+2401g,zhx+23,*,0,*,*,0,*
,,,,,,,,
3221,B1931+24,stwd85,0.81369030283,7,hlk+04,8.1098E-15,7,hlk+04
3222,J1933+5335,scb+19,2.052574490,4,mbc+20,1.26E-15,2,mbc+20
3223,J1933-6211,jbo+07,0.00354343149574080,4,gvf+23,3.8710E-21,3,gvf+23
3224,J1934+1926,lbh+15,0.230984425819,16,psf+22,2.68E-18,8,psf+22
3225,J1934+2341g,zhx+23,*,0,*,*,0,*
,,,,,,,,
3226,J1934+2352,nab+13,0.17843152366,2,nab+13,1.30699E-13,2,nab+13
3227,J1934+5219,slr+14,0.56844228297,3,lsk+18,8.4E-17,13,lsk+18
3228,J1935+1159,cha03,1.93975818010,16,bfrs18,9.478E-16,6,bfrs18
3229,B1933+16,dl70,0.3587384107696,6,hlk+04,6.0025237E-15,15,hlk+04
3230,J1935+1726,lcm13,0.004200101791882,7,lcm13,*,0,*
,,,,,,,,
3231,B1933+17,ht75b,0.6544081465830,10,lcx02,3.78E-16,2,lcx02
3232,J1935+1829,psf+22,0.843547910278,9,psf+22,2.3207E-15,4,psf+22
3233,J1935+1841g,zhx+23,5.5290,10,zhx+23,*,0,*
3234,J1935+1901g,zhx+23,0.8970,10,zhx+23,*,0,*
3235,J1935+2025,lcm13,0.080118133455,6,lcm13,6.075790E-14,10,lcm13
,,,,,,,,
3236,J1935+2154,irz+14,3.244980,10,irz+14,*,0,*
3237,B1933+15,ht74,0.96733836953,3,gr78,4.039E-15,6,gr78
3238,J1936+18,palfa21,0.05834513,18,hww+21,*,0,*
3239,J1936+1952g,hww+21,0.00972,0,hww+21,*,0,*
3240,J1936+2036g,hww+21,0.03292,0,hww+21,*,0,*
,,,,,,,,
3241,J1936+2042,lbh+15,1.390726665137,2,shw+23,5.29260E-15,10,shw+23
3242,J1936+21,lcm13,0.642960,3,hww+21,*,0,*
3243,J1936+217,hww+21,0.03158187,3,hww+21,*,0,*
3244,J1937+1505,hfs+04,2.8727736506,7,hfs+04,5.6E-15,3,hfs+04
3245,J1937+1658,pkr+19,0.00395766764533531,16,pkr+19,1.3202E-20,5,pkr+19
,,,,,,,,
3246,B1935+25,dtws85,0.20098020244218,17,hlk+04,6.429167E-16,13,hlk+04
3247,J1937+2950,jsb+09,1.65742878336,3,jsb+09,3.4811E-15,17,jsb+09
3248,J1937+34,ttk+24,1.749,5,ttk+24,*,0,*
3249,J1937-00,dsm+13,0.2401,0,dmo+24,*,0,*
3250,J1938+0650,fcwa95,1.121561892,5,lwf+04,5.680E-15,10,lwf+04
,,,,,,,,
3251,J1938+14,dsm+16,2.90250,6,hww+21,*,0,*
3252,J1938+1748g,zhx+23,7.106,2,zhx+23,*,0,*
3253,J1938+2010,nab+13,0.68708185664,2,nab+13,3.3990E-15,10,nab+13
3254,J1938+2012,lbh+15,0.0026341351275486,6,sab+16,7.5E-22,6,sab+16
3255,J1938+2213,cha03,0.1661155731566,6,lcm13,4.24423E-14,5,lcm13
,,,,,,,,
3256,J1938+2659,psf+22,0.883331781241,9,psf+22,3.2275E-15,5,psf+22
3257,J1938+6604,slr+14,0.022258801226038,3,lsk+18,1.95E-20,4,lsk+18
3258,J1938-0940,crafts23,0.17386658163564,16,wyw+23,2.972E-18,10,wyw+23
3259,J1939+10,cnst96,2.31,0,dmo+24,*,0,*
3260,B1937+21,bkh+82,0.001557806567041489,20,rsc+21,1.0510272E-19,10,rsc+21
,,,,,,,,
3261,J1939+2352g,hww+21,2.14534,0,hww+21,*,0,*
3262,B1937+24,sstd86,0.6453024694,3,hlk+04,1.8271E-14,3,hlk+04
3263,J1939+2609,psf+22,0.466962555351,7,psf+22,5.2E-18,4,psf+22
3264,J1940+0239,mbc+19,1.23224,0,mbc+19,*,0,*
3265,J1940+14,ttk+24,1.279,5,ttk+24,*,0,*
,,,,,,,,
3266,J1940+2203g,zhx+23,11.9060,10,zhx+23,*,0,*
3267,J1940+2231g,zhx+23,5.682,2,zhx+23,*,0,*
3268,J1940+2245,lbh+15,0.258911996567,5,lsb+17,1.271254E-14,19,lsb+17
3269,J1940+2337,nab+13,0.546824157964,7,nab+13,7.67965E-14,2,nab+13
3270,J1940+26,palfa21,0.0048135292,14,hww+21,*,0,*
,,,,,,,,
3271,J1940-0902,sfj+20,0.97846813844,9,sfj+20,1.8790E-15,15,sfj+20
3272,J1940-24,mss+20,0.0982,0,mss+20,*,0,*
3273,J1940-2403,lml+98,1.855276,3,dsb+98,*,0,*
3274,J1941+0121,blr+13,0.217317451828,10,blr+13,1.913E-16,5,blr+13
3275,J1941+1026,nft95,0.90539388830,2,cn95,9.962E-16,8,cn95
,,,,,,,,
3276,J1941+1341,lfl+06,0.559084099229,13,lfl+06,1.2387E-15,13,lfl+06
3277,J1941+2525,nab+13,2.306153,0,dmo+24,1.608349E-13,5,nab+13
3278,J1941+4320,slr+14,0.840906468392,6,lsk+18,1.1472E-15,5,lsk+18
3279,B1937-26,mlt+78,0.4028579088754,3,hlk+04,9.561486E-16,18,hlk+04
3280,J1942+0147,dsm+16,1.40504,0,mbc+19,*,0,*
,,,,,,,,
3281,B1939+17,ht75b,0.69626221476,2,lcx02,1.01E-16,3,lcx02
3282,J1942+3941,ccl+21,1.35329095462,10,ccl+21,7.1E-17,13,ccl+21
3283,J1942+8106,slr+14,0.2035584528675,13,lsk+18,3.69E-17,5,lsk+18
3284,J1942-2019,sfj+20,0.275132723562,9,sfj+20,1.234E-17,16,sfj+20
3285,J1943+0609,ebvb01,0.446226281658,3,ebvb01,4.659E-16,6,ebvb01
,,,,,,,,
3286,J1943+2210,skl+15,0.005084173689953,6,skl+15,8.8E-21,3,skl+15
3287,J1943+5815,dcm+23,1.2708469267902,17,dcm+23,4.093E-16,7,dcm+23
3288,B1940-12,mlt+78,0.9724288509136,18,hlk+04,1.655686E-15,8,hlk+04
3289,J1944+0907,clm+05,0.005185201908798642,14,aab+21a,1.733667E-20,19,aab+21a
3290,B1942+17,ht75b,1.99689901350,10,lcx02,7.3E-16,2,lcx02
,,,,,,,,
3291,J1944+2236,csl+12,0.003617993078111,7,csl+12,7.5E-21,6,csl+12
3292,J1944-10,kkl+15,0.4091350,10,kkl+15,*,0,*
3293,B1941-17,mlt+78,0.841157774341,6,hlk+04,9.8619E-16,5,hlk+04
3294,J1945+07,dsm+13,1.0739,0,dsm+13,*,0,*
3295,J1945+1211,clh+20,4.7567963794,5,clh+20,3.78E-15,5,clh+20
,,,,,,,,
3296,B1943+18,ht75b,1.06870769134,4,lcx02,2.42E-16,5,lcx02
3297,B1942-00,mlt+78,1.045632444772,7,hlk+04,5.3466E-16,4,hlk+04
3298,J1946+14,dsm+16,2.28244,0,dsm+16,*,0,*
3299,B1944+17,vl70,0.4406184769108,8,hlk+04,2.4092E-17,4,hlk+04
3300,J1946+2052,sfc+18,0.01696017532298,15,sfc+18,9.2E-19,18,sfc+18
,,,,,,,,
3301,B1944+22,ht75b,1.33444985809,5,gr78,8.89E-16,9,gr78
3302,J1946+24,dcm+09,4.729,0,dcm+09,*,0,*
3303,J1946+2535,nab+13,0.51516705131,6,nab+13,5.641E-15,5,nab+13
3304,J1946+2611,nft95,0.43506,0,dmo+24,2.197E-14,2,cn95
3305,J1946+3417,bck+13,0.00317013917902887,8,aab+21a,3.164E-21,4,aab+21a
,,,,,,,,
3306,J1946-09,mss+20,0.0912,0,mss+20,*,0,*
3307,J1946-1312,jbo+09,0.491865489484,6,jbo+09,1.9866E-15,3,jbo+09
3308,B1943-29,mlt+78,0.959447931541,3,hlk+04,1.488340E-15,12,hlk+04
3309,J1946-5403,ckr+15,0.002710,0,ckr+15,*,0,*
3310,J1947+0915,ebvb01,1.48074382424,9,ebvb01,4.78E-16,16,ebvb01
,,,,,,,,
3311,J1947+10,cnst96,1.110944,0,dmo+24,*,0,*
3312,J1947+1957,nab+13,0.157508542541,4,nab+13,5.2260E-16,10,nab+13
3313,J1947+2011g,hww+21,0.00817,0,hww+21,*,0,*
3314,J1947-18,mbc+19,0.00260323,0,mbc+19,*,0,*
3315,J1947-4215,lml+98,1.7980690,10,dsb+98,*,0,*
,,,,,,,,
3316,J1947-43,bcm+16,0.18094,0,bcm+16,*,0,*
3317,J1948+06,ttk+24,1.325,5,ttk+24,*,0,*
3318,J1948+1808,psf+22,0.394354427486,4,psf+22,2.271E-16,2,psf+22
3319,J1948+2314g,zhx+23,1.471,4,zhx+23,*,0,*
3320,J1948+2333,lsb+17,0.5283521633015,16,lsb+17,1.357843E-14,4,lsb+17
,,,,,,,,
3321,J1948+2438g,zhx+23,1.903,2,zhx+23,*,0,*
3322,J1948+2551,nab+13,0.1966268136138,4,nab+13,9.02244E-15,2,nab+13
3323,J1948+2819,psf+22,0.932692952758,16,psf+22,6.126032E-14,13,psf+22
3324,B1946+35,dl70,0.717311174076,4,hlk+04,7.06120E-15,3,hlk+04
3325,J1948-27,mss+20,0.332,0,mss+20,*,0,*
,,,,,,,,
3326,J1948-2730,msk+24,0.331631308480,4,msk+24,2.9E-17,3,msk+24
3327,J1949+2306,nab+13,1.319373385300,10,nab+13,1.231E-16,3,nab+13
3328,J1949+2516g,hww+21,0.41034,0,hww+21,*,0,*
3329,J1949+3106,dfc+12,0.01313818315216539,11,zfk+19,9.39235E-20,13,zfk+19
3330,J1949+3426,acd+19,0.388539,0,dmo+24,2.0219E-16,8,acd+19
,,,,,,,,
3331,B1946-25,mlt+78,0.957616630291,4,hlk+04,3.270565E-15,16,hlk+04
3332,J1950+05,cnst96,0.455934,3,cnst96,*,0,*
3333,J1950+2352g,hww+21,0.31976,0,hww+21,*,0,*
3334,J1950+2414,kls+15,0.0043047754832565,8,zfk+19,1.8805E-20,8,zfk+19
3335,J1950+2556g,hww+21,2.03864,0,hww+21,*,0,*
,,,,,,,,
3336,J1950+3001,psf+22,2.78891789352,6,psf+22,1.490130E-13,10,psf+22
3337,J1951+1123,nft95,5.0940830275,2,cn95,3.031E-15,8,cn95
3338,J1951+4724,ccl+21,0.181927598822,10,ccl+21,3.01245E-14,10,ccl+21
3339,B1949+14,sstd86,0.275025682520,4,hlk+04,1.2815E-16,4,hlk+04
3340,J1952+2513,psf+22,1.07764729476,8,psf+22,1.0648E-15,17,psf+22
,,,,,,,,
3341,J1952+2630,kla+11,0.020732360091374,3,gfb+22,4.27162E-18,4,gfb+22
3342,J1952+2702g,hww+21,0.00414,0,hww+21,*,0,*
3343,J1952+2836g,hww+21,0.01802,0,hww+21,*,0,*
3344,J1952+3021,pab+18,1.665665,0,dmo+24,1.08257E-14,9,psf+22
3345,B1951+32,kcb+88,0.0395311928548,11,hlk+04,5.844803E-15,8,hlk+04
,,,,,,,,
3346,J1953+1149,nft95,0.85189,0,dmo+24,2.865E-15,15,cn95
3347,J1953+1844,plj+23,0.0044440809243302,14,plj+23,2.192E-20,20,plj+23
3348,J1953+1844g,hww+21,0.00444,0,hww+21,*,0,*
3349,J1953+1846A,hrs+07,0.0048880,10,hrs+07,*,0,*
3350,J1953+1846B,pqm+21,0.0799,0,pqm+21,*,0,*
,,,,,,,,
3351,J1953+1846C,pqm+21,0.02893,0,pqm+21,*,0,*
3352,J1953+1846D,pqm+21,0.10067,0,pqm+21,*,0,*
3353,J1953+2732,nab+13,1.333965,0,dmo+24,1.7730E-15,10,nab+13
3354,J1953+2819,psf+22,1.01100245325,5,psf+22,2.14126E-15,17,psf+22
3355,J1953+30,ttk+17,1.2712,0,dmo+24,*,0,*
,,,,,,,,
3356,J1954+1021,kmk+18,2.09944017034,5,kmk+18,1.735E-15,3,kmk+18
3357,J1954+2407,lsb+17,0.1934045707829,15,lsb+17,1.05616E-15,7,lsb+17
3358,J1954+2529,psf+22,0.931210094606,4,psf+22,1.25870E-15,7,psf+22
3359,J1954+2836,sdz+10,0.0927090547,3,sdz+10,2.1163E-14,4,sdz+10
3360,B1952+29,dlp70,0.4266767865302,4,hlk+04,1.711E-18,3,hlk+04
,,,,,,,,
3361,J1954+3852,kmk+18,0.3529334787260,10,kmk+18,6.59980E-15,10,kmk+18
3362,J1954+4347,msk+24,1.387041446274,6,msk+24,2.20489E-15,4,msk+24
3363,J1954+4357,slr+14,1.387041160155,20,lsk+18,2.203E-15,4,lsk+18
3364,J1955+2527,dfc+12,0.0048727658629793,17,dfc+12,9.12E-21,10,dfc+12
3365,B1953+29,bbf83,0.00613316651623409,3,aab+21a,2.97397E-20,12,aab+21a
,,,,,,,,
3366,J1955+2912g,hww+21,0.27951,0,hww+21,*,0,*
3367,J1955+2930,psf+22,1.073878,0,dmo+24,3.3574E-15,4,psf+22
3368,B1953+50,dth78,0.5189379874091,5,hlk+04,1.372366E-15,4,hlk+04
3369,J1955+6708,slr+14,0.0085654062678145,8,lsk+18,1.260E-20,5,lsk+18
3370,J1955-0907,mss+20,0.484,0,mss+20,*,0,*
,,,,,,,,
3371,J1956+07,dsm+16,5.01248,0,dsm+16,*,0,*
3372,J1956+0838,ebvb01,0.303910924347,7,ebvb01,2.199E-16,13,ebvb01
3373,J1956+2826g,hww+21,0.07179,0,hww+21,*,0,*
3374,J1956+2911g,zhx+23,3.816,2,zhx+23,*,0,*
3375,J1956-2752,kkl+15,0.2600144,6,kkl+15,*,0,*
,,,,,,,,
3376,J1957+2516,lbh+15,0.0039616553424040,10,sab+16,2.744E-20,9,sab+16
3377,J1957+2831,llc98,0.3076828651978,17,hlk+04,3.10989E-15,3,hlk+04
3378,J1957+5033,sdz+10,0.374806686188,9,saa+23,7.08385E-15,13,saa+23
3379,J1957-0002,scb+19,0.96509596606,4,tbc+20,8.050E-16,10,tbc+20
3380,J1958+2846,aaa+09c,0.29038924475,5,rkp+11,2.12038E-13,17,rkp+11
,,,,,,,,
3381,J1958+3033,pab+18,1.098580609460,10,psf+22,6.4576E-15,6,psf+22
3382,J1958+56,scb+19,0.3118,0,scb+19,*,0,*
3383,B1957+20,fst88,0.00160740168480632,3,aft94,1.68515E-20,9,aft94
3384,J1959+3620,bck+13,0.406081181000,10,bck+13,3.60E-17,10,bck+13
3385,J2000+04,ttk+24,0.777,3,ttk+24,*,0,*
,,,,,,,,
3386,J2000+22,ttk+24,1.0505,5,ttk+24,*,0,*
3387,J2000+2920,pab+18,3.073783,0,dmo+24,3.74364E-14,4,psf+22
3388,J2001+0701,mzl+23,0.0068199585607571,8,mzl+23,1.438E-20,7,mzl+23
3389,J2001+4209g,zhx+23,*,0,*,*,0,*
3390,J2001+4258,slr+14,0.719166137852,5,lsk+18,1.7327E-14,3,lsk+18
,,,,,,,,
3391,J2001-0349,sfj+20,1.34472401604,13,sfj+20,1.12E-16,3,sfj+20
3392,J2002+1637,nft95,0.27649748362,18,cn95,2.25E-16,12,cn95
3393,J2002+30,cnst96,0.421794,0,dmo+24,*,0,*
3394,B2000+32,cl86,0.6967605102,3,hlk+04,1.05139E-13,3,hlk+04
3395,B2000+40,stwd85,0.9050668203089,10,hlk+04,1.738783E-15,8,hlk+04
,,,,,,,,
3396,J2003+2916,psf+22,1.0098766696,5,psf+22,3.410E-16,2,psf+22
3397,J2004+2653,lsb+17,0.66587861963,4,lsb+17,5.67E-17,12,lsb+17
3398,B2002+31,dlp70,2.11126473382,4,hlk+04,7.45504E-14,3,hlk+04
3399,J2004+3429,bck+13,0.240952641930,10,bck+13,2.06825E-13,4,bck+13
3400,J2005+3154g,zhx+23,*,0,*,*,0,*
,,,,,,,,
3401,J2005+3156g,zhx+23,2.1460,10,zhx+23,*,0,*
3402,J2005+3411g,hww+21,0.65105,0,hww+21,*,0,*
3403,J2005+3547,nab+13,0.615033894871,4,nab+13,2.808E-16,3,nab+13
3404,J2005+3552,bck+13,0.30794290464,2,bck+13,2.990E-15,10,bck+13
3405,J2005-0020,mld+96,2.27966105858,4,hlk+04,2.56626E-14,6,hlk+04
,,,,,,,,
3406,J2006+0148,drc+21,0.00216355679356697,15,drc+21,3.30E-21,3,drc+21
3407,J2006+22,scb+19,1.7419,0,dmo+24,*,0,*
3408,J2006+3102,nab+13,0.16369523645,9,nab+13,2.4872E-14,9,nab+13
3409,J2006+4058,ccl+21,0.4996949121196,20,ccl+21,2.842E-16,3,ccl+21
3410,B2003-08,mlt+78,0.580871337031,3,hlk+04,4.601E-17,3,hlk+04
,,,,,,,,
3411,J2007+0809,ebvb01,0.32572436605,5,ebvb01,1.37E-16,7,ebvb01
3412,J2007+0910,clm+05,0.4587348258074,6,clm+05,3.3244E-16,12,clm+05
3413,J2007+20,kkl+15,4.634,7,kkl+15,*,0,*
3414,J2007+2722,kac+10,0.024497388545933,10,akc+13,9.611E-19,3,akc+13
3415,J2007+3120,nab+13,0.608205,0,dmo+24,1.56040E-14,10,nab+13
,,,,,,,,
